internal_id,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,type1,type2,catch_rate,exp_yield,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,ev_reserved,item_common,item_rare,gender_ratio,egg_cycles,base_friendship,growth_rate,egg_group1,egg_group2,ability1,ability2,safari_zone_flee_rate,body_color,no_flip,padding_hex,raw_hex
15,65,80,40,75,45,80,385,6,3,45,159,0,2,0,0,0,1,0,0,211,127,15,70,0,3,3,68,0,0,2,0,0000,4150284B2D5006032D9F08040000D3007F0F46000303440000020000
16,40,45,40,56,35,35,251,0,2,255,55,0,0,0,1,0,0,0,0,0,127,15,70,3,4,4,51,0,0,5,0,0000,282D283823230002FF374000000000007F0F46030404330000050000
17,63,60,55,71,50,50,349,0,2,120,113,0,0,0,2,0,0,0,0,0,127,15,70,3,4,4,51,0,0,5,0,0000,3F3C37473232000278718000000000007F0F46030404330000050000
18,83,80,75,91,70,70,469,0,2,45,172,0,0,0,3,0,0,0,0,0,127,15,70,3,4,4,51,0,0,5,0,0000,53504B5B464600022DACC000000000007F0F46030404330000050000
19,30,56,35,72,25,35,253,0,0,255,57,0,0,0,1,0,0,0,0,0,127,15,70,0,5,5,50,62,0,6,0,0000,1E38234819230000FF394000000000007F0F46000505323E00060000
20,55,81,60,97,50,70,413,0,0,127,116,0,0,0,2,0,0,0,0,0,127,15,70,0,5,5,50,62,0,5,0,0000,37513C61324600007F748000000000007F0F46000505323E00050000
21,40,60,30,70,31,31,262,0,2,255,58,0,0,0,1,0,0,0,0,0,127,15,70,0,4,4,51,0,0,5,0,0000,283C1E461F1F0002FF3A4000000000007F0F46000404330000050000
22,65,90,65,100,61,61,442,0,2,90,162,0,0,0,2,0,0,0,0,210,127,15,70,0,4,4,51,0,0,5,0,0000,415A41643D3D00025AA280000000D2007F0F46000404330000050000
23,35,60,44,55,40,54,288,3,3,255,62,0,1,0,0,0,0,0,0,0,127,20,70,0,5,14,22,61,0,6,0,0000,233C2C3728360303FF3E0400000000007F144600050E163D00060000
24,60,85,69,80,65,79,438,3,3,90,147,0,2,0,0,0,0,0,0,0,127,20,70,0,5,14,22,61,0,6,0,0000,3C554550414F03035A930800000000007F144600050E163D00060000
25,35,55,30,90,50,40,300,13,13,190,82,0,0,0,2,0,0,0,139,202,127,10,70,0,5,6,9,0,6,2,0,0000,23371E5A32280D0DBE5280008B00CA007F0A46000506090006020000
26,60,90,55,100,90,80,475,13,13,75,122,0,0,0,3,0,0,0,0,139,127,10,70,0,5,6,9,0,0,2,0,0000,3C5A37645A500D0D4B7AC00000008B007F0A46000506090000020000
27,50,75,85,40,20,30,300,4,4,255,93,0,0,1,0,0,0,0,0,183,127,20,70,0,5,5,8,0,0,2,0,0000,324B5528141E0404FF5D10000000B7007F1446000505080000020000
28,75,100,110,65,45,55,450,4,4,90,163,0,0,2,0,0,0,0,0,183,127,20,70,0,5,5,8,0,0,2,0,0000,4B646E412D3704045AA320000000B7007F1446000505080000020000
29,55,47,52,41,40,40,275,3,3,235,59,1,0,0,0,0,0,0,0,0,254,20,70,3,1,5,38,0,0,1,0,0000,372F342928280303EB3B010000000000FE1446030105260000010000
30,70,62,67,56,55,55,365,3,3,120,117,2,0,0,0,0,0,0,0,0,254,20,70,3,15,15,38,0,0,1,0,0000,463E4338373703037875020000000000FE1446030F0F260000010000
31,90,82,87,76,75,85,495,3,4,45,194,3,0,0,0,0,0,0,0,0,254,20,70,3,15,15,38,0,0,1,0,0000,5A52574C4B5503042DC2030000000000FE1446030F0F260000010000
32,46,57,40,50,40,40,273,3,3,235,60,0,1,0,0,0,0,0,0,0,0,20,70,3,1,5,38,0,0,6,0,0000,2E39283228280303EB3C040000000000001446030105260000060000
33,61,72,57,65,55,55,365,3,3,120,118,0,2,0,0,0,0,0,0,0,0,20,70,3,1,5,38,0,0,6,0,0000,3D483941373703037876080000000000001446030105260000060000
34,81,92,77,85,85,75,495,3,4,45,195,0,3,0,0,0,0,0,0,0,0,20,70,3,1,5,38,0,0,6,0,0000,515C4D55554B03042DC30C0000000000001446030105260000060000
35,70,45,48,35,60,65,323,0,0,150,68,2,0,0,0,0,0,0,138,94,191,10,140,4,6,6,56,0,0,9,0,0000,462D30233C410000964402008A005E00BF0A8C040606380000090000
36,95,70,73,60,85,90,473,0,0,25,129,3,0,0,0,0,0,0,138,94,191,10,140,4,6,6,56,0,0,9,0,0000,5F46493C555A0000198103008A005E00BF0A8C040606380000090000
37,38,41,40,65,50,65,299,10,10,190,63,0,0,0,1,0,0,0,136,136,191,20,70,0,5,5,18,0,0,5,0,0000,2629284132410A0ABE3F400088008800BF1446000505120000050000
38,73,76,75,100,81,100,505,10,10,75,178,0,0,0,1,0,1,0,136,136,191,20,70,0,5,5,18,0,0,2,0,0000,494C4B6451640A0A4BB2400488008800BF1446000505120000020000
39,115,45,20,20,45,25,270,0,0,170,76,2,0,0,0,0,0,0,0,0,191,10,70,4,6,6,56,0,0,9,0,0000,732D14142D190000AA4C020000000000BF0A46040606380000090000
40,140,70,45,45,75,50,425,0,0,50,109,3,0,0,0,0,0,0,0,0,191,10,70,4,6,6,56,0,0,9,0,0000,8C462D2D4B320000326D030000000000BF0A46040606380000090000
41,40,45,35,55,30,40,245,3,2,255,54,0,0,0,1,0,0,0,0,0,127,15,70,0,4,4,39,0,0,6,0,0000,282D23371E280302FF364000000000007F0F46000404270000060000
42,75,80,70,90,65,75,455,3,2,90,171,0,0,0,2,0,0,0,0,0,127,15,70,0,4,4,39,0,0,6,0,0000,4B50465A414B03025AAB8000000000007F0F46000404270000060000
43,45,50,55,30,75,65,320,12,3,255,78,0,0,0,0,1,0,0,0,0,127,20,70,3,7,7,34,0,4,1,0,0000,2D32371E4B410C03FF4E0001000000007F1446030707220004010000
44,60,65,70,40,85,75,395,12,3,120,132,0,0,0,0,2,0,0,0,0,127,20,70,3,7,7,34,0,6,1,0,0000,3C414628554B0C0378840002000000007F1446030707220006010000
45,75,80,85,50,100,90,480,12,3,45,184,0,0,0,0,3,0,0,0,0,127,20,70,3,7,7,34,0,0,0,0,0000,4B505532645A0C032DB80003000000007F1446030707220000000000
46,35,70,55,25,45,55,285,6,12,190,70,0,1,0,0,0,0,0,103,104,127,20,70,0,3,7,27,0,0,0,0,0000,234637192D37060CBE460400670068007F14460003071B0000000000
47,60,95,80,30,60,80,405,6,12,75,128,0,2,1,0,0,0,0,103,104,127,20,70,0,3,7,27,0,0,0,0,0000,3C5F501E3C50060C4B801800670068007F14460003071B0000000000
48,60,55,50,45,40,55,305,6,3,190,75,0,0,0,0,0,1,0,0,0,127,20,70,0,3,3,14,0,0,6,0,0000,3C37322D28370603BE4B0004000000007F14460003030E0000060000
49,70,65,60,90,90,75,450,6,3,75,138,0,0,0,1,1,0,0,0,0,127,20,70,0,3,3,19,0,0,6,0,0000,46413C5A5A4B06034B8A4001000000007F1446000303130000060000
50,10,55,25,95,35,45,265,4,4,255,81,0,0,0,1,0,0,0,0,0,127,20,70,0,5,5,8,71,0,5,0,0000,0A37195F232D0404FF514000000000007F1446000505084700050000
51,35,80,50,120,50,70,405,4,4,50,153,0,0,0,2,0,0,0,0,0,127,20,70,0,5,5,8,71,0,5,0,0000,235032783246040432998000000000007F1446000505084700050000
52,40,45,35,90,40,40,290,0,0,255,69,0,0,0,1,0,0,0,0,0,127,20,70,0,5,5,53,0,0,2,0,0000,282D235A28280000FF454000000000007F1446000505350000020000
53,65,70,60,115,65,65,440,0,0,90,148,0,0,0,2,0,0,0,0,0,127,20,70,0,5,5,7,0,0,2,0,0000,41463C73414100005A948000000000007F1446000505070000020000
54,50,52,48,55,65,50,320,11,11,190,80,0,0,0,0,1,0,0,0,0,127,20,70,0,2,5,6,13,6,2,0,0000,3234303741320B0BBE500001000000007F1446000205060D06020000
55,80,82,78,85,95,80,500,11,11,75,174,0,0,0,0,2,0,0,0,0,127,20,70,0,2,5,6,13,8,1,0,0000,50524E555F500B0B4BAE0002000000007F1446000205060D08010000
56,40,80,35,70,35,45,305,1,1,190,74,0,1,0,0,0,0,0,0,0,127,20,70,0,5,5,72,0,0,5,0,0000,28502346232D0101BE4A0400000000007F1446000505480000050000
57,65,105,60,95,60,70,455,1,1,75,149,0,2,0,0,0,0,0,0,0,127,20,70,0,5,5,72,0,0,5,0,0000,41693C5F3C4601014B950800000000007F1446000505480000050000
58,55,70,45,60,70,50,350,10,10,190,91,0,1,0,0,0,0,0,136,136,63,20,70,5,5,5,22,18,0,5,0,0000,37462D3C46320A0ABE5B0400880088003F1446050505161200050000
59,90,110,80,95,100,80,555,10,10,75,213,0,2,0,0,0,0,0,136,136,63,20,70,5,5,5,22,18,0,5,0,0000,5A6E505F64500A0A4BD50800880088003F1446050505161200050000
60,40,50,40,90,40,40,300,11,11,255,77,0,0,0,1,0,0,0,0,0,127,20,70,3,2,2,11,6,0,1,1,0000,2832285A28280B0BFF4D4000000000007F14460302020B0600810000
61,65,65,65,90,50,50,385,11,11,120,131,0,0,0,2,0,0,0,0,187,127,20,70,3,2,2,11,6,0,1,1,0000,4141415A32320B0B788380000000BB007F14460302020B0600810000
62,90,85,95,70,70,90,500,11,1,45,185,0,0,3,0,0,0,0,0,187,127,20,70,3,2,2,11,6,0,1,1,0000,5A555F46465A0B012DB930000000BB007F14460302020B0600810000
63,25,20,15,90,105,55,310,14,14,200,73,0,0,0,0,1,0,0,0,214,63,20,70,3,8,8,28,39,0,5,0,0000,19140F5A69370E0EC84900010000D6003F14460308081C2700050000
64,40,35,30,105,120,70,400,14,14,100,145,0,0,0,0,2,0,0,0,214,63,20,70,3,8,8,28,39,0,5,0,0000,28231E6978460E0E649100020000D6003F14460308081C2700050000
65,55,50,45,120,135,85,490,14,14,50,186,0,0,0,0,3,0,0,0,214,63,20,70,3,8,8,28,39,0,5,0,0000,37322D7887550E0E32BA00030000D6003F14460308081C2700050000
66,70,80,50,35,35,35,305,1,1,180,88,0,1,0,0,0,0,0,0,0,63,20,70,3,8,8,62,0,0,7,0,0000,4650322323230101B4580400000000003F14460308083E0000070000
67,80,100,70,45,50,60,405,1,1,90,146,0,2,0,0,0,0,0,0,0,63,20,70,3,8,8,62,0,0,7,0,0000,5064462D323C01015A920800000000003F14460308083E0000070000
68,90,130,80,55,65,85,505,1,1,45,193,0,3,0,0,0,0,0,0,0,63,20,70,3,8,8,62,0,0,7,0,0000,5A825037415501012DC10C00000000003F14460308083E0000070000
69,50,75,35,40,70,30,300,12,3,255,84,0,1,0,0,0,0,0,0,0,127,20,70,3,7,7,34,0,0,3,0,0000,324B2328461E0C03FF540400000000007F1446030707220000030000
70,65,90,50,55,85,45,390,12,3,120,151,0,2,0,0,0,0,0,0,0,127,20,70,3,7,7,34,0,0,3,0,0000,415A3237552D0C0378970800000000007F1446030707220000030000
71,80,105,65,70,100,60,480,12,3,45,191,0,3,0,0,0,0,0,0,0,127,20,70,3,7,7,34,0,0,3,0,0000,50694146643C0C032DBF0C00000000007F1446030707220000030000
72,40,40,35,70,50,100,335,11,3,190,105,0,0,0,0,0,1,0,0,0,127,20,70,5,9,9,29,64,0,1,0,0000,2828234632640B03BE690004000000007F14460509091D4000010000
73,80,70,65,100,80,120,515,11,3,60,205,0,0,0,0,0,2,0,0,0,127,20,70,5,9,9,29,64,0,1,0,0000,5046416450780B033CCD0008000000007F14460509091D4000010000
74,40,80,100,20,30,30,300,5,4,255,86,0,0,1,0,0,0,0,0,195,127,15,70,3,10,10,69,5,4,5,0,0000,285064141E1E0504FF5610000000C3007F0F46030A0A450504050000
75,55,95,115,35,45,45,390,5,4,120,134,0,0,2,0,0,0,0,0,195,127,15,70,3,10,10,69,5,0,5,0,0000,375F73232D2D0504788620000000C3007F0F46030A0A450500050000
76,80,110,130,45,55,65,485,5,4,45,177,0,0,3,0,0,0,0,0,195,127,15,70,3,10,10,69,5,0,5,0,0000,506E822D374105042DB130000000C3007F0F46030A0A450500050000
77,50,85,55,90,65,65,410,10,10,190,152,0,0,0,1,0,0,0,0,0,127,20,70,0,5,5,50,18,0,2,0,0000,3255375A41410A0ABE984000000000007F1446000505321200020000
78,65,100,70,105,80,80,500,10,10,60,192,0,0,0,2,0,0,0,0,0,127,20,70,0,5,5,50,18,0,2,0,0000,4164466950500A0A3CC08000000000007F1446000505321200020000
79,90,65,65,15,40,40,315,11,14,190,99,1,0,0,0,0,0,0,0,187,127,20,70,0,1,2,12,20,0,9,0,0000,5A41410F28280B0EBE6301000000BB007F14460001020C1400090000
80,95,75,110,30,100,80,490,11,14,75,164,0,0,2,0,0,0,0,0,187,127,20,70,0,1,2,12,20,0,9,0,0000,5F4B6E1E64500B0E4BA420000000BB007F14460001020C1400090000
81,25,35,70,45,95,55,325,13,8,190,89,0,0,0,0,1,0,0,0,199,255,20,70,0,10,10,42,5,0,7,0,0000,1923462D5F370D08BE5900010000C700FF1446000A0A2A0500070000
82,50,60,95,70,120,70,465,13,8,60,161,0,0,0,0,2,0,0,0,199,255,20,70,0,10,10,42,5,0,7,0,0000,323C5F4678460D083CA100020000C700FF1446000A0A2A0500070000
83,52,65,55,60,58,62,352,0,2,45,94,0,1,0,0,0,0,0,0,225,127,20,70,0,4,5,51,39,0,5,0,0000,3441373C3A3E00022D5E04000000E1007F1446000405332700050000
84,35,85,45,75,35,35,310,0,2,190,96,0,1,0,0,0,0,0,0,210,127,20,70,0,4,4,50,48,8,5,0,0000,23552D4B23230002BE6004000000D2007F1446000404323008050000
85,60,110,70,100,60,60,460,0,2,45,158,0,2,0,0,0,0,0,0,210,127,20,70,0,4,4,50,48,10,5,0,0000,3C6E46643C3C00022D9E08000000D2007F144600040432300A050000
86,65,45,55,45,45,70,325,11,11,190,100,0,0,0,0,0,1,0,0,0,127,20,70,0,2,5,47,0,0,8,0,0000,412D372D2D460B0BBE640004000000007F14460002052F0000080000
87,90,70,80,70,70,95,475,11,15,75,176,0,0,0,0,0,2,0,0,0,127,20,70,0,2,5,47,0,0,8,0,0000,5A465046465F0B0F4BB00008000000007F14460002052F0000080000
88,80,80,50,25,40,50,325,3,3,190,90,1,0,0,0,0,0,0,0,110,127,20,70,0,11,11,1,60,0,6,0,0000,5050321928320303BE5A010000006E007F1446000B0B013C00060000
89,105,105,75,50,65,100,500,3,3,75,157,1,1,0,0,0,0,0,0,110,127,20,70,0,11,11,1,60,0,6,0,0000,69694B32416403034B9D050000006E007F1446000B0B013C00060000
90,30,65,100,40,45,25,305,11,11,190,97,0,0,1,0,0,0,0,106,107,127,20,70,5,9,9,75,0,0,6,0,0000,1E4164282D190B0BBE6110006A006B007F14460509094B0000060000
91,50,95,180,70,85,45,525,11,15,60,203,0,0,2,0,0,0,0,106,107,127,20,70,5,9,9,75,0,0,6,0,0000,325FB446552D0B0F3CCB20006A006B007F14460509094B0000060000
92,30,35,30,80,100,35,310,7,3,190,95,0,0,0,0,1,0,0,0,0,127,20,70,3,11,11,26,0,0,6,0,0000,1E231E5064230703BE5F0001000000007F1446030B0B1A0000060000
93,45,50,45,95,115,55,405,7,3,90,126,0,0,0,0,2,0,0,0,0,127,20,70,3,11,11,26,0,0,6,0,0000,2D322D5F733707035A7E0002000000007F1446030B0B1A0000060000
94,60,65,60,110,130,75,500,7,3,45,190,0,0,0,0,3,0,0,0,0,127,20,70,3,11,11,26,0,0,6,0,0000,3C413C6E824B07032DBE0003000000007F1446030B0B1A0000060000
95,35,45,160,70,30,45,385,5,4,45,108,0,0,1,0,0,0,0,0,0,127,25,70,0,10,10,69,5,0,7,0,0000,232DA0461E2D05042D6C1000000000007F1946000A0A450500070000
96,60,48,45,42,43,90,328,14,14,190,102,0,0,0,0,0,1,0,0,0,127,20,70,0,8,8,15,0,0,2,0,0000,3C302D2A2B5A0E0EBE660004000000007F14460008080F0000020000
97,85,73,70,67,73,115,483,14,14,75,165,0,0,0,0,0,2,0,0,0,127,20,70,0,8,8,15,0,0,2,0,0000,5549464349730E0E4BA50008000000007F14460008080F0000020000
98,30,105,90,50,25,25,325,11,11,225,115,0,1,0,0,0,0,0,0,0,127,20,70,0,9,9,52,75,0,0,0,0000,1E695A3219190B0BE1730400000000007F1446000909344B00000000
99,55,130,115,75,50,50,475,11,11,60,206,0,2,0,0,0,0,0,0,0,127,20,70,0,9,9,52,75,0,0,1,0000,3782734B32320B0B3CCE0800000000007F1446000909344B00800000
100,40,30,50,100,55,55,330,13,13,190,103,0,0,0,1,0,0,0,0,0,255,20,70,0,10,10,43,9,0,0,0,0000,281E326437370D0DBE67400000000000FF1446000A0A2B0900000000
101,60,50,70,140,80,80,480,13,13,60,150,0,0,0,2,0,0,0,0,0,255,20,70,0,10,10,43,9,0,0,0,0000,3C32468C50500D0D3C96800000000000FF1446000A0A2B0900000000
102,60,40,80,40,60,45,325,12,14,90,98,0,0,1,0,0,0,0,0,0,127,20,70,5,7,7,34,0,0,9,0,0000,3C2850283C2D0C0E5A621000000000007F1446050707220000090000
