internal_id,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,type1,type2,catch_rate,exp_yield,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,ev_reserved,item_common,item_rare,gender_ratio,egg_cycles,base_friendship,growth_rate,egg_group1,egg_group2,ability1,ability2,safari_zone_flee_rate,body_color,no_flip,padding_hex,raw_hex
271,50,150,50,150,150,50,600,0,0,3,1,2,2,2,2,2,2,0,0,0,255,120,0,0,15,15,0,0,0,4,0,0000,32963296963200000301AA0A00000000FF7800000F0F000000040000
272,50,150,50,150,150,50,600,0,0,3,1,2,2,2,2,2,2,0,0,0,255,120,0,0,15,15,0,0,0,4,0,0000,32963296963200000301AA0A00000000FF7800000F0F000000040000
273,50,150,50,150,150,50,600,0,0,3,1,2,2,2,2,2,2,0,0,0,255,120,0,0,15,15,0,0,0,4,0,0000,32963296963200000301AA0A00000000FF7800000F0F000000040000
274,50,150,50,150,150,50,600,0,0,3,1,2,2,2,2,2,2,0,0,0,255,120,0,0,15,15,0,0,0,4,0,0000,32963296963200000301AA0A00000000FF7800000F0F000000040000
275,50,150,50,150,150,50,600,0,0,3,1,2,2,2,2,2,2,0,0,0,255,120,0,0,15,15,0,0,0,4,0,0000,32963296963200000301AA0A00000000FF7800000F0F000000040000
276,50,150,50,150,150,50,600,0,0,3,1,2,2,2,2,2,2,0,0,0,255,120,0,0,15,15,0,0,0,4,0,0000,32963296963200000301AA0A00000000FF7800000F0F000000040000
277,40,45,35,70,65,55,310,12,12,255,85,0,0,0,1,0,0,0,0,0,31,20,70,3,1,14,65,0,0,3,0,0000,282D234641370C0CFF550040000000001F144603010E410000030000
278,50,65,45,95,85,65,405,12,12,120,143,0,0,0,2,0,0,0,0,0,31,20,70,3,1,14,65,0,0,3,0,0000,32412D5F55410C0C788F0080000000001F144603010E410000030000
279,70,85,65,120,105,85,530,12,12,45,210,0,0,0,3,0,0,0,0,0,31,20,70,3,1,14,65,0,0,3,0,0000,4655417869550C0C2DD200C0000000001F144603010E410000030000
280,45,60,40,45,70,50,310,10,10,255,85,0,0,0,0,1,0,0,0,0,31,20,70,3,5,5,66,0,0,0,0,0000,2D3C282D46320A0AFF550000010000001F1446030505420000000000
281,60,85,60,55,85,60,405,10,1,120,143,0,1,0,0,1,0,0,0,0,31,20,70,3,5,5,66,0,0,0,0,0000,3C553C37553C0A01788F0004010000001F1446030505420000000000
282,80,120,70,80,110,70,530,10,1,45,210,0,3,0,0,0,0,0,0,0,31,20,70,3,5,5,66,0,0,0,0,0000,507846506E460A012DD2000C000000001F1446030505420000000000
283,50,70,50,40,50,50,310,11,11,255,85,0,1,0,0,0,0,0,0,0,31,20,70,3,1,2,67,0,0,1,0,0000,3246322832320B0BFF550004000000001F1446030102430000010000
284,70,85,70,50,60,70,405,11,4,120,143,0,2,0,0,0,0,0,0,0,31,20,70,3,1,2,67,0,0,1,0,0000,465546323C460B04788F0008000000001F1446030102430000010000
285,100,110,90,60,85,90,535,11,4,45,210,0,3,0,0,0,0,0,0,0,31,20,70,3,1,2,67,0,0,1,0,0000,646E5A3C555A0B042DD2000C000000001F1446030102430000010000
286,35,55,35,35,30,30,220,17,17,255,55,0,1,0,0,0,0,0,0,135,127,15,70,0,5,5,50,0,0,7,0,0000,233723231E1E1111FF370400000087007F0F46000505320000070000
287,70,90,70,70,60,60,420,17,17,127,128,0,2,0,0,0,0,0,0,135,127,15,70,0,5,5,22,0,0,7,0,0000,465A46463C3C11117F800800000087007F0F46000505160000070000
288,38,30,41,60,30,41,240,0,0,255,60,0,0,0,1,0,0,0,0,139,127,15,70,0,5,5,53,0,0,5,0,0000,261E293C1E290000FF3C400000008B007F0F46000505350000050000
289,78,70,61,100,50,61,420,0,0,90,128,0,0,0,2,0,0,0,139,142,127,15,70,0,5,5,53,0,0,8,0,0000,4E463D64323D00005A8080008B008E007F0F46000505350000080000
290,45,45,35,20,20,30,195,6,6,255,54,1,0,0,0,0,0,0,0,0,127,15,70,0,3,3,19,0,0,0,0,0000,2D2D2314141E0606FF360100000000007F0F46000303130000000000
291,50,35,55,15,25,25,205,6,6,120,71,0,0,2,0,0,0,0,0,0,127,15,70,0,3,3,61,0,0,8,0,0000,3223370F1919060678472000000000007F0F460003033D0000080000
292,60,70,50,65,90,50,385,6,2,45,161,0,0,0,0,3,0,0,0,188,127,15,70,0,3,3,68,0,0,2,0,0000,3C4632415A3206022DA100030000BC007F0F46000303440000020000
293,50,35,55,15,25,25,205,6,6,120,72,0,0,2,0,0,0,0,0,0,127,15,70,0,3,3,61,0,0,6,0,0000,3223370F1919060678482000000000007F0F460003033D0000060000
294,60,50,70,65,50,90,385,6,3,45,160,0,0,0,0,0,3,0,0,188,127,15,70,0,3,3,19,0,0,3,0,0000,3C324641325A06032DA0000C0000BC007F0F46000303130000030000
295,40,30,30,30,40,50,220,11,12,255,74,0,0,0,0,0,1,0,0,0,127,15,70,3,2,7,33,44,0,3,0,0000,281E1E1E28320B0CFF4A0004000000007F0F46030207212C00030000
296,60,50,50,50,60,70,340,11,12,120,141,0,0,0,0,0,2,0,0,0,127,15,70,3,2,7,33,44,0,3,0,0000,3C3232323C460B0C788D0008000000007F0F46030207212C00030000
297,80,70,70,70,90,100,480,11,12,45,181,0,0,0,0,0,3,0,0,0,127,15,70,3,2,7,33,44,0,3,0,0000,504646465A640B0C2DB5000C000000007F0F46030207212C00030000
298,40,40,50,30,30,30,220,12,12,255,74,0,0,1,0,0,0,0,0,0,127,15,70,3,5,7,34,48,0,5,0,0000,2828321E1E1E0C0CFF4A1000000000007F0F46030507223000050000
299,70,70,40,60,60,40,340,12,17,120,141,0,2,0,0,0,0,0,0,0,127,15,70,3,5,7,34,48,0,5,0,0000,4646283C3C280C11788D0800000000007F0F46030507223000050000
300,90,100,60,80,90,60,480,12,17,45,181,0,3,0,0,0,0,0,0,0,127,15,70,3,5,7,34,48,0,5,0,0000,5A643C505A3C0C112DB50C00000000007F0F46030507223000050000
301,31,45,90,40,30,30,266,6,4,255,65,0,0,1,0,0,0,0,0,0,127,15,70,1,3,3,14,0,0,7,0,0000,1F2D5A281E1E0604FF411000000000007F0F460103030E0000070000
302,61,90,45,160,50,50,456,6,2,120,155,0,0,0,2,0,0,0,0,0,127,15,70,1,3,3,3,0,0,2,0,0000,3D5A2DA032320602789B8000000000007F0F46010303030000020000
303,1,90,45,40,30,30,236,6,7,45,95,2,0,0,0,0,0,0,0,0,255,15,70,1,10,10,25,0,0,5,0,0000,015A2D281E1E06072D5F020000000000FF0F46010A0A190000050000
304,40,55,30,85,30,30,270,0,2,200,59,0,0,0,1,0,0,0,0,0,127,15,70,3,4,4,62,0,0,1,0,0000,28371E551E1E0002C83B4000000000007F0F460304043E0000010000
305,60,85,60,125,50,50,430,0,2,45,162,0,0,0,2,0,0,0,0,0,127,15,70,3,4,4,62,0,0,1,0,0000,3C553C7D323200022DA28000000000007F0F460304043E0000010000
306,60,40,60,35,40,60,295,12,12,255,65,1,0,0,0,0,0,0,0,0,127,15,70,2,6,7,27,0,0,5,0,0000,3C283C23283C0C0CFF410100000000007F0F460206071B0000050000
307,60,130,80,70,60,60,460,12,1,90,165,0,2,0,0,0,0,0,0,0,127,15,70,2,6,7,27,0,0,3,0,0000,3C8250463C3C0C015AA50800000000007F0F460206071B0000030000
308,60,60,60,60,60,60,360,0,0,255,85,0,0,0,0,1,0,0,0,134,127,15,70,4,5,8,20,0,0,5,1,0000,3C3C3C3C3C3C0000FF550001000086007F0F46040508140000850000
