slot,name,front_decoded_sha1,back_decoded_sha1,icon_raw_sha1,normal_palette_sha1,shiny_palette_sha1,icon_palette_id
126,MAGMAR,295674c9e5acca9372ee7ac24c0894d8bbe94239,9c76dbe964b08f68e42eb508c4302d11c3be8ceb,ce0f3d039a03536d44ec82cb19256f6371d52cb7,2caefb6733b8a4e85a2f4ebbc4e00034f2eccc3e,31555ca1997593aba06267f2159a07d2d303b257,0
127,PINSIR,af9f5642d41a6092c6299dfeee3bf3934af00c65,edff8305c76b7996a183d225cabd0a83cccc76c9,04cd59cab8c3dde049d6540bc3a044e63d9fd645,16c5f780da56d2689785f9a44f739d53a9ef00b4,551344eb22b36b73230d92d0c0d558263a8f295a,2
128,TAUROS,0a1be556d468bfadfb6dbedae80a8700b3a185f6,a31fd571ccfb4d9af001d775fc67ca47d1a6bc13,82156ac9c2331891fe3038933e0aee52c4871d8e,80f72ae9211f414b74ceaecd36437de0cea7488a,39ccd7886fa788a897e2924ef5ee8837db4485d6,2
129,MAGIKARP,9f6386acb7f44f2c5adf2073a51498b0e9b35f6b,7cce0287f7ed8a75707043e8246f6537f463a8bc,3a867429117e87abfe6a54905ca0f062c97ba445,f9c5e586816bbb40cb8b41c00085de56208c85ec,15fb7ffa860fab6e3c475604912e1dcc9dfef1af,0
130,GYARADOS,4fa06257221ab70e9b429272afa25ec74edaa353,8fb8d7ed30f52f170e6d4aca50083d8eb20483bc,df1715a65dc72f838dac53d6617de59735b8205f,9dbf283d96da2ae21faf13352f5b20955d894594,6d7ea0f1fb305e59eafd4741066bf766f73758c8,0
131,LAPRAS,2b2f34ede31838c17d89dd30cbc6a8a5b8353dad,0ef2653b2c5080fc9f2066836daae168c7be5ca0,bcca7c6a87fdbdcab68c8e1316b0c7be1f379c60,3200e787133abeb5888d0c409b1ff8cd6b91cf4d,2aca5302f093975b9ccc917d9ffde6fa11eedb7c,2
132,DITTO,99c0e8c198e8a19cf7a64fbd0f1ff60b0f7d49d0,46554dfd6f037061833c956147e4d5b13a09aded,d13311cf4cd9e86f8d54836481d24e406d9d817d,9690e11be1de9b23b445b95450e5ccd31eeebfb4,c64142555af9cdadb73baf4594b9c15c1b3d04d6,2
133,EEVEE,7806465eb70b62c6db2a58c51b5d2ff0dfd741c5,9864628fce2f2b9c5beafee29bc9a3cde5fca2fe,eb4361772bbabbfc2385ddc587e845f12600e67e,4aef37ff73007b0d30a082dc698b687db9525203,60cb7b3e3906f0eaec232b61d6a132660d955d3d,2
134,VAPOREON,12d7c5e96ef34adf7da869b5723e75c56d947311,c23d3d542cfe28c5bfd35700d1246ac3a2bcc76c,b9f35a47b75df6ac0e095615c0c8aa7bb48a8019,f672a5f614c47e63f114c5c529a7d49468ae5958,fa29d0aeed79d2f53e24c6d03f08b6b91dcc81b1,0
135,JOLTEON,fab55b78b6069ec4eb9bcbaa867cfb911a25f21e,8c0bb1d6571dfaaff6c2fe100b5097b00164457f,f32408d5f7122055a41fefed5946c882953f67e3,14757c729ec7e2a742fc3869db11c532778f10b2,9c3dc88c104f57670dcb6649e2cf0442098c37ec,0
136,FLAREON,42dba7cd1e0df22435db788b2ffef4e1b9205b2e,395df0b31b09d7c1304593795a7401a435e048ae,726140a3fd85d09a1876637ff17002f4c03b9abe,e9441ff12559e9575ffdf23473b97aa0fb4ce399,bc4c3aa676451e0a01a781654bef99007a89f10b,0
137,PORYGON,fa8cd4add740c5b9ed9770636237f9521680daec,ce9f0e8af4e5e547f519f49c811c05383392b18d,367f6bdca2a824fabe970b35b473cd2be030a0c7,019c91f180b04304cad4adc1dccf955753baa6dc,7e7313e47413344b2a7beb081aa7e5b3c377b952,0
138,OMANYTE,57c9823807258fb47d0a19ddb8c743f740e44586,eb35faa39aed134e81b6b9aefb75acdf4e79a71e,128b81e2a803f1a29175d8a661111fae8ed05068,0b3a8163421a014ed872ff770f5ffadc82f2a72b,b83a822f21314b38f3d191aba262fbe1b4768549,0
139,OMASTAR,632684a58968c4868677092b82e6246ca6c56c11,65a78ec59bb01db7bf748dcc206cf0b4342f8a44,9ad5f87b5677f0fb89062f8839059325c4067a48,2a329c91bc712d45d8bade7c9421b41859ce5c6f,4f134912fbee55e98877f503b9bb4b3bc492e449,0
