slot,name,front_decoded_sha1,back_decoded_sha1,icon_raw_sha1,normal_palette_sha1,shiny_palette_sha1,icon_palette_id
17,PIDGEOTTO,de70205c8c7fcaef9d533cb2cf7253ef22ccdabe,cfa0121b9266927660062075d55e8a5f64da5a3f,b47c2f51782bfae7d125b67deb5c158884973808,46ae5c24933aaf3cbc96a81931f8d0ab1033c118,28be2bee6f70b7b7c5bcd79b692e72c7b35cf4ac,0
18,PIDGEOT,4f1251718f684b529ab0b8f7f025c9e96af6d19b,eb12e3e4564acfdbdb49ae500c3c63d4f3eb19d4,50132bd7513c345b36d13675a04466aa436d721e,f9b8ef782c2baa189c1b56b67f804ddef790a4ce,5a5a4aecb16d3d57ac6549d474c29b8e985ce02b,0
19,RATTATA,a8323d9ba179db2940de20a6c8dc43e843f0b58c,7bec1d1612c300f7e7b36534d54377af5ec1c753,3d854b55c2220d82e6bf8f3d61668daa80f0369c,7c6deb76934b1a101ac134fe4d1afc95671c44e1,33d77186618b3fd602a1c053494d75fc066413eb,2
20,RATICATE,280d05dcbf7ead4568acf19cdeb8ae947721739f,816690270a4abbe5f623c4d9013bb2e416e4cb05,c0c5821614ad2fb2e39d8fa56867d9bb9923a7e9,b4a68a3eaf7f896b616b43d52fe2c41fcd0dcfc4,cf668e93df46ccb29ceeb68277cd0b49d7250233,1
21,SPEAROW,90fda3424df23bbd1f4ff1224c0712159c98fc7b,73a4683feddc50e23d6e80425cc548487435b9cd,887e18f8f989ffd51c35d8eae0370916bfd23bcc,7ca357a2ed8fd55a44a157dca1736b0420866b41,752cb6f77ed6e1e135ede911d9a80b10eff89968,0
22,FEAROW,c8ecdfc7ab1b787c5098e7c4eb8cd3c836116a76,c8a2cf7ef31b1017aab4d779cf86ae24b9c4cabd,7fe09cffd276fb5ea6e60b9a2b407e7e9fc11b30,f31728889551447f0c30292f8373658d2e7350dd,c3382ce5829a53ca4038c66c3faca73bb9511fc5,0
23,EKANS,3a21a58c98bf2516df023a9d4f80b2c6b10950fe,c13597e5503b9405ab1efc192708f67f645924bf,7fe59ce05bf53507f720ac687dc92bdcb7e6a715,523008eb339ce8aae3329f5961c317b4282e36f6,abdb6e32180a59bb0b4f439e1e81039904a07663,2
24,ARBOK,b2e4bdeb1b2531efa11931c67689086de870040a,2f22f0567ee7fc0f4fbb50c3c0fb1f05ac9093c5,0904a6efe965b600ebd7cc4797ea751a5e4e7ee0,2fd9ef8e9987adbf2b0bfc9d2e1a028ed7094975,41b90b25648cc1b185e75c543a72946b0f7baeb8,2
25,PIKACHU,500ab62cf24a5f5fdfa422e5e394c01f9a8ac3f6,48c5cadddc22a98ce622f0035da2e210390d5593,d30aca2167b58c3c0d4171e1a6554b99f954bc20,201f3ae42b66665dbeb11da202c445e38d168114,92ccf58b27d3ac3a2992d01632dab86aeb61833c,2
26,RAICHU,b5e52685802541b759914422b0275f7265412aea,1975657c11825afb27bbce61438b71c2a0f84f4e,b22951b90a6c37c4fa3f3a0e1ee82ec39141df83,8396beefea6c938008fc2730474ff861b7c34933,b04e8204efd3f02b5cd5b36e374c3f87f7160239,0
27,SANDSHREW,81319f48ef46d014aa04654d2d41e58239086d7d,469a9317233ac7815142fa1b0375d9e94acd41d2,46be13ebf2b80bb34d76e2dafe6a877e10e5382e,566639906ac838ff51df1cde0bec586fe519f914,058b23fbb5f287ca1d418055e465ad7f92193ae1,2
