slot,name,front_decoded_sha1,back_decoded_sha1,icon_raw_sha1,normal_palette_sha1,shiny_palette_sha1,icon_palette_id
94,GENGAR,60d6ea2fbfe006b7b210fa3fce097b08a1303bd3,a3e89929d7b5bc94c9c8928821763a81b0d99c5a,c0ac7d71016aa7b27c5aeb3898551f117d12e227,e11a8ca6a4f6f8ca20d982952c2151b4a8ff9163,ec0db17196e58c65cc7c627f108a8b3c391a1c1c,2
95,ONIX,95a2c6d763433ab5a6a9d77ed2b304eb04c064f9,8d124a038a091f5ab71a9a9be4b65d848ac3892e,ad52a287f15c9f11e17f8b12d4e43263f161fe1a,e3b3b663af0659dd42835a55247d3bc41576c289,4b42b0ac52a8009350e67c42f8cff2ae4252e46e,2
96,DROWZEE,b4a3e129ae6c2553170703c403cf912ae69116d9,af4204ca9de61bd520e0c734ee73b87efb658302,5e15296becd6d452fe27b1d9fd7870f94f2b2805,0d1a49b8ba1b1b67d0165c4424bca857884f1b06,c1ae944463bde3f132be9ee6ba76407276d66eef,2
97,HYPNO,a95c77d4eef8f541f90dfe83ac8355b5df629f77,1f350140f03c12af1c0aa83465a5ac2cecaea0c5,54767e6087f290e7906c8eb05231c2c9276d52b3,5e25530b5920505ab651f4c50e27bffaaf0d4ffe,cd402b4d3b163f00562a44d5a9505637eccf602f,1
98,KRABBY,17f96c36c223cccbe98f31c2d0389ccfc247aabe,3549f23e8562e6ea0d1b556ea0243bce18210a3b,423a8cf614d38194c5656eb23fdb6ff94be8f540,5c7db9ae06f8b1397ac76a236a5e4a925af53579,9d39cb48e3d262e7df4422dd14e89130e353d756,2
99,KINGLER,2f5e334b50b0a6eb137d3a184c91d91d4c99d277,6af0590ff9c15b5839994ae81e757413438dcfc4,61bb6d2d2593e2d11f1a558d672f7ad21942893c,8cec791594ff3bc5dfd23fed1451f96a5f9c4130,70ab3fd90387b5f2952e575775002ed30ad3670c,2
100,VOLTORB,050756200b78b462b34fc03d3733b2862400c4ff,a477feb2b67a3da18ed6bbbd3710bfa2e943338d,1afccffeee5b71b53133567eaced0d58f37efbd8,e3a19c5100c96c58a9cc9f6d18f105b4788950c8,50161ced3cdd9561218c8ceefee812f8f09698c5,0
101,ELECTRODE,1b219af59566da4fa70305cde4c36d47a303038b,56b968af449e0a4846cf527e9b511389602054be,e93b0ea189459ff63bea3bdb6d65faac2aa406f8,7ab2d100cce2555eabd6ccf578490957f9d7b3c7,7d670f8c20b6c65b08468a5bd93d86b7edd28b1c,0
102,EXEGGCUTE,dc333f6bd7f26988b5965137756e7f8136341d4f,9096bcfda18a28092d084638c5f63ee2c5abfdce,503cf3b2d51e137b99631c3096cf019add951595,75c3e7704465e85df01407a474449d46724bc11c,e1bfef7999f4a7a66b58e2e548253771a1f8f126,0
103,EXEGGUTOR,31db264d6403ce2ad133d43033d35f8756f9cb35,f957326493bda5f36ebd1478ca3f31ed06cf2e11,49e31ebe2d77674bd668e1d941c9912a4704194d,552613ca761dce8708158b9615803ee3f700efdd,885d965e4305d502e395b1c52f3143ecbe3754d2,1
104,CUBONE,23bbd0cce10bed47dd1bb903c9322699b859b0f4,52c8bc209d8e30a36c52411e4d9bcb75c8afd2f9,4e7adcc49384158623701738758327fa28a3ee2d,105df758760d6d11f889a9f494537c97d7ab88e1,2d0312a04425aaf7cbd2f41bda31fb18ff939018,1
105,MAROWAK,6e37a4190e4ed28154012c239ddd827598ae5e43,130ad0c71b16b97302dc5c65dd071d2fc4b8fc89,e43efd3c74967a6f5c4274bcb12922a3521d9391,a3975ccb0bb0661343935f838e1505084209dac9,332879d1bf4795ed0a6d1aa2e71a4ec037510dc7,1
106,HITMONLEE,a4f7f6885a84617150d68566293b2a70885210db,0d28ac6df2c535931cbe4c0f2b0a7107f0301c2f,367e1e54777f4d7211369bdfce9bf8a58485998a,11427c16bbba89707de6cc2f6237baba59921aca,8a045ac57309356ba5f83c0d7de01204f05cb6b1,2
107,HITMONCHAN,a1bed1899298c9a85cc767e3820e7d8e0e7c3174,bf38b2ebe18bb89c8a0cebac9c948c6aec90ed8e,1a2dc07411d309c2e6df299ab17249b64ba213e5,8a9b5ce27076df244e8110539f247a3188dc34ca,eae330045bee04ac53844802bac4a3cb17bcb528,2
108,LICKITUNG,86b9a463abe4ca023e960e3bf4bbe8573e8407d1,01c1ce901cc37d8054847e8193373ec1d81f2d33,ed5f81fc1ef3c49d157c66f6b20fe2d24e35c0e2,5f034d770602c51812d082d89fbc33e8b906b468,88e30484ec4801fd4f854107861a477bbf15d0d2,1
109,KOFFING,7df0d49858a0e47675f16d324c5114301921e82f,5be075d399b0be62c7efa57d0630c76ab5bc84cf,63f4f743cf945483c2d44bd42ba2db07b1673b0a,b24b2807dd51dd746cbd2dbfc6ac2ae3ceee70e2,8d41dc9f4e75d8dd071069c73e41954df7c7454b,2
110,WEEZING,84fc687419f261d1a3a01a6a6580145c5ed05262,413c5e8d4f4c848e11825133e91804acfc98d675,a3beb688067413643ae8171a96b0c877546edd84,e4b2d66e623eff8c537d75c7774e0aff3254f581,bbfeaaf7dc9501dfd99ec00393d3200a20c240d1,2
111,RHYHORN,ac9014f2527ae3d8473d423bff2b48edf10a9e77,e022e30dce5722b502f6fba4295e875f015d8186,2071e6ae6865336b1bf1f83c37e3224e20e3366a,d277438ad7b92536ecd8b50f8d9881ce102f1160,07411c6c129bebb2b898273152b742397e0817a0,1
